z_m,T_K,u_m_per_s,rho_kg_per_m3,X_C2H4,X_O2,X_N2,X_H2O,X_CO,X_CO2,X_H2,X_OH,X_H,X_O,X_C2H2,X_CH4,X_C3H3,X_C4H2,X_C4H4,X_C6H6,X_C6H5,X_C7H8,X_C10H8,X_C10H7,X_C12H8,X_C14H10,X_C16H10,X_C18H10
0.0,300.0,0.05465488914452368,1.097797487748871,0.9392251095551148,2.5082322216606214e-09,0.007783010407648787,0.04094901347702437,0.0011067495241098492,0.00032683256909447265,0.010126064467337175,9.619483219262283e-17,-1.812108269037037e-14,-4.3686637393836006e-16,0.0004125144593316223,6.029505514466141e-05,6.81236355004032e-10,4.214541916864608e-06,3.569473691253352e-07,6.23471394252092e-07,1.5045574210053727e-16,1.3116028852175678e-08,9.957689813285403e-09,2.915755242959896e-16,5.354152082794724e-09,9.902727758174126e-10,6.40120045641471e-10,1.702661593789947e-09
0.0005,322.1277378154076,0.05664964006995609,1.0185234163233556,0.9202728704615254,5.941309419405532e-09,0.01842771926925794,0.042738153534065314,0.002632657568741573,0.0009414132091279745,0.013704797886760682,1.4642419905147937e-19,1.885217549584334e-16,1.0714976873481062e-20,0.0011058988159165942,0.00013828886591468555,2.2166521083302858e-09,1.556561681357949e-05,1.4369237060179293e-06,2.795119830505812e-06,2.4591505181043954e-16,6.535000301330564e-08,5.853326663975948e-08,1.712803047345125e-15,3.4273998278914125e-08,7.0979185624075386e-09,4.923889252334108e-09,1.3170439270970336e-08
0.001,368.0214967869771,0.05774707737885335,0.8871744323732275,0.8826932550931107,1.3331177684372008e-08,0.04105056834945545,0.04655240056372273,0.005885888734892634,0.00250588854005246,0.018137173109465325,1.1841679998730073e-18,1.298761621367537e-15,2.3339591602333115e-20,0.0027479244939368117,0.00029799709968320563,6.717644747383391e-09,5.232689272204539e-05,5.245787632931085e-06,1.1295281464846835e-05,8.907536441096445e-16,2.9223864435606664e-07,3.0679754972761345e-07,6.696991061206735e-15,1.9505826583845132e-07,4.508517848591316e-08,3.350134950464576e-08,9.00985723677387e-08
0.00125,404.6131313809005,0.05806421970676481,0.8047539672765854,0.8526638995674493,1.9594341872202253e-08,0.059710171430578336,0.04959909821767302,0.008572996056082551,0.003983020393219802,0.020602058137417487,4.193679408625655e-18,3.4805148434743317e-15,2.6208123560684462e-20,0.0042085818832619725,0.0004254339266927389,1.1545686691931876e-08,9.451426387577123e-05,9.94540596035274e-06,2.273782566700304e-05,1.888947138066026e-15,6.265244592704296e-07,7.284824845012109e-07,1.3209965248934643e-14,4.893771162206978e-07,1.220210441102286e-07,9.518087540557692e-08,2.569782552637725e-07
0.0015,451.7143414576736,0.05792689235883423,0.7188911353782622,0.8131577735967537,2.817399238316214e-08,0.08462710648858379,0.05350254529573576,0.012161613540793108,0.006138959803880472,0.023155197298355953,2.0667988353615616e-17,9.347920799528603e-15,3.3643742543015324e-20,0.0062494964953275734,0.0005912777932880212,1.9219208341351603e-08,0.0001653438000656957,1.8282752850926157e-05,4.440325489798369e-05,5.188622047234795e-15,1.3058211409166547e-06,1.6877158339005732e-06,2.7139026078963494e-14,1.20086382666191e-06,3.242478308946536e-07,2.661776443441062e-07,7.216193236851719e-07
0.00175,508.8063768818362,0.05680344779044744,0.6366206757692768,0.7642133217886747,3.9338787318982305e-08,0.11582655766758303,0.058153763690115164,0.01665183087301633,0.009041248025342157,0.02573056340356823,1.9838756152213145e-16,2.4169257397774697e-14,6.833410277385042e-20,0.008891133977749903,0.0007938537869974295,3.0163509791672724e-08,0.00027284292439101943,3.1571883954378105e-05,8.092336289599141e-05,1.8419631408388774e-14,2.5253486701612725e-06,3.5913714566877474e-06,6.192053111193522e-14,2.692236594892113e-06,7.816137034413608e-07,6.721372236276546e-07,1.8290672357829852e-06
0.001875,540.8835084193416,0.05570164254764728,0.5981896230074966,0.7364732888875769,4.601689095823903e-08,0.13361626204220298,0.06070122341222112,0.019209544846293777,0.010774346857456985,0.027008178491390245,6.929812998428236e-16,4.094907248980956e-14,1.2078023173620284e-19,0.010425848355480235,0.0009073112421128444,3.70231317867681e-08,0.0003424634644048077,4.048330262593003e-05,0.00010638460451375405,3.594571174446295e-14,3.41532531110798e-06,5.086664432140121e-06,9.876615939954328e-14,3.912766190144418e-06,1.1782724356898809e-06,1.0376596909527907e-06,2.8292219159924015e-06
0.002,575.2163394869834,0.05416820610414936,0.5619139494101585,0.7067416178434891,5.3484507403282276e-08,0.15274857288301602,0.06336498735041356,0.02195783631462847,0.012690587631871829,0.02827135815595731,2.0287720068172575e-15,7.308527096448029e-14,2.361911023760044e-19,0.012093008101509746,0.001027907843662833,4.492891994938319e-08,0.0004234517367617415,5.108727670518009e-05,0.00013744703395042002,6.780523605701301e-14,4.53448228262195e-06,7.062168770916375e-06,1.4573497793297525e-13,5.571236658486804e-06,1.7394575484030735e-06,1.5686352387402984e-06,4.285213710998325e-06
0.002125,611.640894750172,0.05214485093294282,0.5279787610979129,0.6753085749082602,6.179681144280702e-08,0.17303595435802963,0.06611365207924629,0.02486911482323257,0.01477103653144838,0.029515213657544344,4.321210686083995e-15,1.4185211573885253e-13,5.038290801001729e-19,0.013874282071358506,0.0011544021999532943,5.400519772067622e-08,0.0005153486809362412,6.33639622248538e-05,0.00017419615219255367,1.2208230226377305e-13,5.8944892194315294e-06,9.569914233461694e-06,1.7976077866235933e-13,7.729799354170654e-06,2.4966431023522626e-06,2.302182621501855e-06,6.300484113959867e-06
0.00225,649.9956825892947,0.04958223266420422,0.49644347525664595,0.6424929827305481,7.103985940555868e-08,0.19427087889745956,0.06891708625436044,0.02791306377417255,0.016992416122447927,0.0307358250360475,7.272027380769068e-15,3.106196914128612e-13,1.1552927787354221e-18,0.01574905883164059,0.0012854925757499534,6.449236607946662e-08,0.0006172622189588408,7.722130699132931e-05,0.00021645360903577566,2.145729991607508e-13,7.4953719464359805e-06,1.2636681357302726e-05,1.8382725386654045e-13,1.042814122187186e-05,3.4736916775724025e-06,3.268690698558647e-06,8.960063176101676e-06
0.002375,690.1215103336855,0.04644008136554839,0.4672795027186257,0.6086273070108483,8.1351128543693e-08,0.21623563037552765,0.07174744625055338,0.031058089850049975,0.019328538318355248,0.031930144244256255,1.3120211746136136e-14,7.775657961664595e-13,2.6914518326020656e-18,0.01769559178391603,0.001419872526582363,7.685348349750931e-08,0.0007279379847689872,9.250218606643627e-05,0.00026378902127592574,3.7812251316391003e-13,9.325060355123224e-06,1.625934865426506e-05,1.8314271908143358e-13,1.367689054288053e-05,4.682924092915281e-06,4.486845351358031e-06,1.2316522580423278e-05
0.0025,731.8599408462499,0.04268699400144487,0.4404008255659293,0.5740443139898677,9.293980144484818e-08,0.23871114728144865,0.0745798053442825,0.03427261260331585,0.021751707277764692,0.03309588892751623,3.0595693479110306e-14,2.1342489059286146e-12,5.8050014679043285e-18,0.0196920193260004,0.0015562767295361204,9.196700671256831e-08,0.0008458517133332048,0.00010899656402488117,0.00031555492902398725,6.676056340577767e-13,1.1360204750071904e-05,2.0403807912095576e-05,2.2530369451801667e-13,1.7454594007575257e-05,6.122554659785298e-06,5.959950691726836e-06,1.637941999546932e-05
