z_m,T_K,u_m_per_s,rho_kg_per_m3,X_C2H4,X_O2,X_N2,X_H2O,X_CO,X_CO2,X_H2,X_OH,X_H,X_O,X_C2H2,X_CH4,X_C3H3,X_C4H2,X_C4H4,X_C6H6,X_C6H5,X_C7H8,X_C10H8,X_C10H7,X_C12H8,X_C14H10,X_C16H10,X_C18H10
0.0,300.0,0.05390576187606,1.1130535568247473,0.9770202702891525,2.2364778568353886e-09,0.00824407583585666,0.0022478194801059774,0.0011800338529428676,0.0003444309671804721,0.01043941870790316,1.0415165600382357e-15,-3.1122435678131376e-15,-8.250997252592778e-16,0.0004477942129876028,6.429027758264941e-05,6.725751882602357e-10,4.810135952297273e-06,4.135878984857489e-07,7.348341587119676e-07,4.349760155707578e-15,1.5689718065869136e-08,1.2207532147566757e-08,2.360125775088003e-16,6.640221907894225e-09,1.2575132479924928e-09,8.182446892589825e-10,2.33990077982079e-09
0.0005,322.9093449112195,0.05599999792441258,1.0297604645002874,0.956201644713842,5.267450524270372e-09,0.019404929196202854,0.005147628053993238,0.002790313066413428,0.00098492260078275,0.014088669900428298,1.228972799279294e-19,1.8793867505950981e-16,-7.919857478289956e-21,0.001192189678588409,0.0001464407639665876,2.1714797276430405e-09,1.7618331478509734e-05,1.6502813670067834e-06,3.262283576857212e-06,2.5747180867513177e-16,7.745001833509413e-08,7.100603544735898e-08,1.3660877399378075e-15,4.208463936024388e-08,8.910501724378777e-09,6.221302000377372e-09,1.789141280681311e-08
0.001,369.8659055825455,0.05718137312751082,0.8940319858262914,0.9153573642107905,1.1753107488858402e-08,0.042912671374632526,0.010961339354991452,0.006192697529850185,0.0025979740857679616,0.01858357058640314,9.812940746463603e-19,1.275841007910994e-15,4.058059940443398e-21,0.002936681775510808,0.00031300089353498165,6.522833101861626e-09,5.860141162210059e-05,5.95727462446965e-06,1.3020373403892959e-05,7.343972354338781e-16,3.421738694574169e-07,3.6713293622461423e-07,5.476027720360897e-15,2.3636366032345824e-07,5.576350991039847e-08,4.1694021696104136e-08,1.2056502000894405e-07
0.00125,406.9461827542523,0.05749961842356093,0.8099626481090527,0.8830802078898607,1.7229358155989617e-08,0.06212868421027271,0.015457922359969947,0.008977979942859727,0.004104317850559277,0.02107235604251385,3.529871331904413e-18,3.4299398690462257e-15,5.475378896940781e-21,0.004472155946939158,0.00044465656118647753,1.1140556341869564e-08,0.00010502455548546609,1.1198931213491812e-05,2.5959572456610533e-05,1.6632469315398351e-15,7.263544534063096e-07,8.61703210423431e-07,1.0927929344602127e-14,5.861046246611905e-07,1.4892210290777078e-07,1.1682841525151741e-07,3.39149895194208e-07
0.0015,454.3974337959089,0.05732337669117134,0.7229782525670099,0.8409401168143156,2.472060079763035e-08,0.08763988092086823,0.021133756547698588,0.012676458023350741,0.00628667041022639,0.023644942018032855,1.813853712097148e-17,9.19261591165534e-15,1.2152626550029358e-20,0.006602677451298554,0.0006149855690436417,1.840851331558486e-08,0.00018223181897673995,2.0403494042831182e-05,5.017963638294933e-05,5.028930437585124e-15,1.4978763009233833e-06,1.9715070691139626e-06,2.290384248863101e-14,1.4200086159334474e-06,3.9003070767498454e-07,3.218191130709008e-07,9.380999625492016e-07
0.00175,511.6871563388606,0.05612717745032134,0.6399632867857277,0.7890817489928985,3.447517431287962e-08,0.11942724313362697,0.02783266650130603,0.017282091768496897,0.009206148011011332,0.026236642701776444,1.8353728051296503e-16,2.401034313985238e-14,4.400841115210029e-20,0.00934425131174171,0.0008220522777470163,2.8685194860907887e-08,0.00029843938473845145,3.494227313112982e-05,9.05891268075547e-05,1.9063110682369228e-14,2.8681228699120757e-06,4.1464109078273645e-06,5.4179974977413184e-14,3.1455825781358168e-06,9.274496863792013e-07,8.011556158192979e-07,2.344196989710303e-06
0.001875,543.8134541657482,0.05497948140534319,0.6012458963908303,0.7598350505195623,4.031996353707858e-08,0.1374866815200001,0.03148236984561527,0.01989637769059595,0.010941391659387715,0.027521491385143187,6.367122882021207e-16,4.109526437865334e-14,9.133830765523002e-20,0.010930269199287222,0.0009376359128210063,3.510210401776248e-08,0.0003732145031351179,4.4621946618432775e-05,0.00011853258988773184,3.7662596712682324e-14,3.859300137929666e-06,5.836884876666327e-06,8.751045275417429e-14,4.54232827056658e-06,1.3877334045773039e-06,1.2270863129869507e-06,3.5974369960204e-06
0.002,578.1716669656977,0.05339566983023643,0.5647157693958423,0.7285767654656726,4.6867372713595445e-08,0.1568711792641435,0.03528949756651536,0.0227002322014642,0.012855102945116176,0.028791565100674894,1.8090312993953372e-15,7.430573100182596e-14,1.9355052988410208e-19,0.012649233633848522,0.0010602790673672486,4.24902364278889e-08,0.000459875072119281,5.609157212852494e-05,0.00015245721175126037,7.15279209498387e-14,5.0990119743869435e-06,8.055506400120159e-06,1.2906505140812555e-13,6.426920632894813e-06,2.0336227300642466e-06,1.840426443462209e-06,5.405999520159107e-06
0.002125,614.6062771492277,0.05131868192309647,0.5305456465762362,0.6956139201774387,5.417103817728903e-08,0.1773899553341279,0.039210793321242735,0.025665447418682645,0.01492807972534266,0.030042049833710775,3.6941872592868925e-15,1.4644878060232273e-13,4.313121004623081e-19,0.01448216728382416,0.0011887250769407143,5.097507556279343e-08,0.0005578791681603243,6.931992727402165e-05,0.0001924161623464124,1.296277806515013e-13,6.598141461156628e-06,1.0854891642425929e-05,1.5758769286385646e-13,8.863958520605787e-06,2.898560324142248e-06,2.680954665834514e-06,7.889221242551376e-06
0.00225,652.9634192053039,0.04870011020592435,0.4987878822017511,0.661280790140397,6.231236888288951e-08,0.19883297915319867,0.04320462836202546,0.028761165991716756,0.01713696748165282,0.031269058614474765,5.948003741477512e-15,3.257254303687869e-13,1.0103117701622083e-18,0.016407869241776743,0.00132165981471344,6.079655744477329e-08,0.0006662379540685275,8.420012637865693e-05,0.00023818269758955514,2.293790821366761e-13,8.354945018896363e-06,1.4259541803426638e-05,1.6154185288187304e-13,1.1892418621643744e-05,4.0069961689154525e-06,3.7802643504196063e-06,1.1142365964557748e-05
