z_m,T_K,u_m_per_s,rho_kg_per_m3,X_C2H4,X_O2,X_N2,X_H2O,X_CO,X_CO2,X_H2,X_OH,X_H,X_O,X_C2H2,X_CH4,X_C3H3,X_C4H2,X_C4H4,X_C6H6,X_C6H5,X_C7H8,X_C10H8,X_C10H7,X_C12H8,X_C14H10,X_C16H10,X_C18H10
0.0,300.0,0.0916623297595966,1.090960706126481,0.9184907030183656,5.178439688663848e-11,9.178246040191362e-05,0.0798631767172084,1.2733819392833454e-05,1.6642572576884436e-06,0.001536412091523133,8.974672655446707e-17,-4.4902560583303345e-14,-5.364948048899807e-14,2.700858582025186e-06,8.072097104603539e-07,1.7453415561125931e-12,6.778042596256012e-09,4.1058651700408756e-10,4.2294591647214313e-10,-1.0285677038178603e-15,5.962240067380116e-12,2.014585454589609e-12,9.714239006800488e-19,7.532112988706033e-13,7.969890783722219e-14,3.8897103090862067e-14,9.18798718057165e-14
0.0005,300.3518286298108,0.09035757699904703,1.0887357637126607,0.9173644853860535,1.7435214483019527e-10,0.00030877445077735397,0.07978792594814728,4.3122569433265594e-05,7.109580267528343e-06,0.0024752520707198513,-7.836461735242886e-20,-3.680513562130383e-17,-9.834779728849359e-19,1.0603178438177018e-05,2.6209565818618225e-06,8.60052514566105e-12,3.860752289515189e-08,2.577436732637002e-09,2.9968152492111093e-09,-7.233399061360785e-15,4.741524154782793e-11,1.919667375504885e-11,9.389655964369373e-18,7.861847182481527e-12,9.420899545989332e-13,4.959787703738307e-13,1.1740993464832855e-12
0.001,301.6191647800401,0.08637228010454145,1.0826487443227448,0.9150741738491021,5.850618406519438e-10,0.0010287111127415078,0.07969747429218672,0.0001446054370764557,3.0017884274103608e-05,0.003974852433456896,-4.994884634704971e-20,-3.624072420117233e-20,-6.2101058104524795e-21,4.116498078235388e-05,8.429023085444394e-06,6.346052781988282e-11,2.1695795188648855e-07,1.5953991138945358e-08,2.0925388736702828e-08,-5.682409567673242e-16,3.717701939421419e-10,1.8005420086317068e-10,9.587914706512312e-17,8.074162353788342e-11,1.0929575601902882e-11,6.201014900107327e-12,1.476090788244499e-11
0.0015,305.9477283945096,0.08024034501920276,1.064988829693406,0.9099261004166125,1.89646292548086e-09,0.003318131761319951,0.0796696631307597,0.0004693534682891429,0.00012196870088726364,0.00631149044546918,-5.204001905553107e-21,3.7636952726648234e-18,-4.600716909819478e-21,0.0001540546701648506,2.625694770871839e-05,3.2396183760930804e-10,1.1670334334102835e-06,9.439189143642886e-08,1.3940930781884393e-07,2.785554231727616e-16,2.7745960785377083e-09,1.6057336088259823e-09,4.972530882918763e-16,7.877280479084614e-10,1.2030816988698706e-10,7.351468916569423e-11,1.760066360162035e-10
0.002,319.2518925061644,0.07314288943631299,1.0172359389912888,0.897702141915524,5.741185956247865e-09,0.010021583892627181,0.07998885871632087,0.0014256221539840036,0.00045845921632457363,0.009777363826036917,1.7058519116988052e-19,6.985725237491058e-17,-1.868247779797577e-20,0.0005349435152991144,7.662105480383675e-05,1.4247739353582011e-09,5.747443129268368e-06,5.099309398213456e-07,8.450568963580688e-07,7.015131077171663e-16,1.878837910075235e-08,1.2943817220545093e-08,2.474263620343167e-15,6.934912660282726e-09,1.192707857999028e-09,7.840897083943621e-10,1.8879814019641887e-09
0.00225,334.1987291494589,0.07001046617948481,0.969653409706233,0.8855168189042676,9.980364226733952e-09,0.017380309830847485,0.08054481037310339,0.0024798003550689104,0.000903386469014877,0.01200691468694017,5.842983100310203e-19,2.9774029542777026e-16,-4.296828112672657e-20,0.001004247006487477,0.00013015744479764397,3.0829008176254053e-09,1.3459507607596906e-05,1.2715690752370693e-06,2.2825137789401295e-06,1.111643889247017e-15,5.495276752507463e-08,4.3100977180803635e-08,6.029801560080869e-15,2.4707706583238913e-08,4.6649270027994735e-09,3.251612789586993e-09,7.865539014297219e-09
0.0025,358.9923645799244,0.06761786482058937,0.9004858583856347,0.8660328864423574,1.7082222343622303e-08,0.029650957432825965,0.08161267473147804,0.0042421352017805915,0.0017564149533479075,0.014554800341402052,2.0522719538991197e-18,1.1628322755259539e-15,-7.701888274315543e-20,0.0018547343274358237,0.00021704868400379158,6.614853220175271e-09,3.14139974171037e-05,3.1751939671078293e-06,6.207340254837832e-06,2.0465422225742885e-15,1.62839238431848e-07,1.4685656778386474e-07,1.4007241512547549e-14,9.054337403789643e-08,1.8902177204242503e-08,1.4030893438375287e-08,3.410843450166513e-08
0.00275,396.0352006063625,0.06582451223987006,0.8141621845592798,0.836923448108982,2.8062532751902142e-08,0.048453726520543305,0.08333008558975777,0.006946676578347845,0.003232122935067823,0.01734480539806601,7.654116865391838e-18,3.940203035942034e-15,-1.0296803244890894e-19,0.0032506520877426644,0.0003465670724547501,1.3382150075255782e-08,6.84780887373804e-05,7.3742383621061e-06,1.55960437551397e-05,3.849220482540849e-15,4.4328578561416634e-07,4.552044232212493e-07,2.849263345069712e-14,3.0036921608119176e-07,6.889044426797227e-08,5.4239855267484896e-08,1.324685074472271e-07
0.003,446.0446031712235,0.06403098618243312,0.7210912131967588,0.7967700781353657,4.371147908096219e-08,0.0748013170837875,0.08571836759409437,0.010737708429331552,0.0055189656781176166,0.020273722325226597,3.60990245675384e-17,1.2402872749142243e-14,-9.691549454917861e-20,0.00531247910310023,0.0005231016214126728,2.4919430127534026e-08,0.00013554910617554492,1.5444412521772035e-05,3.498038914038872e-05,8.134041407778036e-15,1.067989059590098e-06,1.2312152635580594e-06,5.531609715390489e-14,8.636119715632496e-07,2.1571719840206402e-07,1.7920802740534152e-07,4.395440031962555e-07
0.003125,475.8783727334948,0.06289128646574989,0.6751299359100443,0.7723760678747938,5.3533327301863843e-08,0.09093510397798261,0.08714121246272398,0.013058105010638286,0.0070153743291297525,0.021757128370099247,1.038373373451371e-16,2.1382291247082507e-14,-6.79877253996587e-20,0.006615604423963684,0.0006289465567178296,3.289966142046699e-08,0.00018452781317494324,2.1607795830456922e-05,5.058092515422244e-05,1.3743068864615974e-14,1.6007677516826169e-06,1.958483093148077e-06,8.260990558261145e-14,1.4191112769323655e-06,3.7140108524414965e-07,3.179547747183597e-07,7.817258666377991e-07
0.00325,508.7981796988523,0.06145706608376521,0.6308228385518359,0.7451443279123229,6.477727941521409e-08,0.10902046823785276,0.08869397309717529,0.01565747232136311,0.008762204828872446,0.023237689065600593,3.7537837802832036e-16,3.668717782370742e-14,5.496919961641631e-22,0.008102329485320702,0.0007459003728967783,4.252552320607415e-08,0.00024590824409170483,2.956934630395715e-05,7.144974337872486e-05,2.517692841085886e-14,2.342716079615988e-06,3.040658717091795e-06,1.2822751181500123e-13,2.2766244317988454e-06,6.248160996711241e-07,5.516543313170949e-07,1.359664997252719e-06
0.003375,544.5376338016974,0.05961686170787817,0.588923303386502,0.7153533046666389,7.746561586075269e-08,0.12887279208072125,0.09034831162604723,0.018508250852444723,0.01074678488643583,0.024705296881506193,1.4597261130618402e-15,6.455314034441637e-14,1.5404254044454998e-19,0.00975668420042942,0.0008725561007025953,5.3825859986418386e-08,0.0003200925434359347,3.94551451392848e-05,9.816300996481961e-05,4.7863970384276995e-14,3.327133928286662e-06,4.563632096867725e-06,2.0055143581669163e-13,3.523830276733694e-06,1.0114174841919153e-06,9.193571935800713e-07,2.2712267859858058e-06
0.0035,582.8324513892857,0.05727466550707602,0.5498523097522007,0.6833552483404335,9.163643503939885e-08,0.15025632011129025,0.09207578386982106,0.021575603447930785,0.01294701405717483,0.026151811882241617,4.65792622628597e-15,1.1956302609947576e-13,5.017545643073323e-19,0.011556886123035048,0.0010072790701838113,6.687099737378637e-08,0.0004068373139296165,5.12934159001449e-05,0.0001310000427762282,8.913749508978391e-14,4.576041747361207e-06,6.598476437710591e-06,2.9103275145553525e-13,5.239543573716951e-06,1.5662970262822212e-06,1.4618459987355275e-06,3.6189713191873817e-06
